part,customer_id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11
4,59011724,4,1356.5,3,143000.0,2,8,5,107,5,60054,158.11388300000002
4,59011725,7,1250.0,1,121000.0,2,11,-1,112,4,350091,212.1320344
4,59011726,4,1323.5,1,127000.0,2,8,5,109,4,60077,223.6067977
4,59011727,4,1314.5,1,53000.0,2,8,5,103,5,151300,187.5393292
4,59011728,4,1304.0,3,129000.0,2,8,5,111,4,60001,223.6067977
4,59011729,5,,2,89000.0,2,15,2,87,3,60036,171.9098601
4,59011730,4,1238.0,3,104000.0,2,8,5,109,3,60047,173.20508080000002
4,59011731,5,1164.5,3,35000.0,2,15,5,67,5,60082,200.0
4,59011732,7,1382.0,3,115000.0,2,11,5,100,5,60058,1.0
4,59011733,7,1350.5,1,235000.0,2,11,5,113,3,350704,360.55512749999997
4,59011734,5,,2,83000.0,2,15,5,111,3,151300,181.65902119999998
4,59011735,7,1227.5,3,64000.0,2,11,5,76,3,60005,212.1320344
4,59011736,7,1281.5,1,80000.0,2,12,-1,111,5,60019,235.11486549999998
4,59011737,4,1250.0,3,103000.0,2,8,9,104,5,60071,207.3644135
4,59011738,7,1329.5,1,115000.0,2,11,-1,86,3,341349,141.4213562
4,59011739,4,,2,38000.0,2,8,5,114,3,60014,159.066024
4,59011740,4,1224.5,3,59000.0,2,8,5,80,3,60044,200.0
4,59011741,5,1214.0,3,68000.0,2,15,5,92,3,550044,173.20508080000002
4,59011742,7,1379.0,3,144000.0,2,11,5,113,4,151008,200.0
4,59011743,7,1257.5,3,80000.0,2,11,5,103,5,60047,1.0
4,59011744,4,1260.5,3,74000.0,2,8,5,113,4,151300,1.0
4,59011745,5,1292.0,3,172000.0,2,15,8,113,5,350092,223.6067977
4,59011746,5,1278.5,3,35000.0,2,15,5,80,5,60005,1.0
4,59011747,5,1275.5,3,112000.0,2,15,5,85,5,340022,158.11388300000002
4,59011748,4,1290.5,3,130000.0,2,8,9,114,4,60053,1.0
4,59011749,7,1314.5,1,127000.0,2,11,9,110,3,60008,1.0
4,59011750,5,1341.5,3,66000.0,2,15,4,73,5,450083,181.65902119999998
4,59011751,4,,2,113000.0,2,8,9,93,5,72001,211.8419222
4,59011752,4,1322.0,3,146000.0,2,8,9,100,5,72000,1.0
4,59011753,7,,3,50000.0,2,12,-1,114,4,335534,188.769701
4,59011754,4,1310.0,1,167000.0,2,8,9,105,3,151300,320.1202899
4,59011755,7,1271.0,3,137000.0,2,11,5,68,5,60008,233.2873764
4,59011756,4,1274.0,1,93000.0,1,8,5,100,3,60019,173.20508080000002
4,59011757,4,1166.0,3,176000.0,2,8,5,87,5,60094,1.0
4,59011758,7,1244.0,3,84000.0,2,11,5,108,4,72000,1.0
4,59011759,5,1311.5,3,134000.0,2,15,5,113,5,60015,1.0
4,59011760,7,1202.0,3,63000.0,2,11,-1,112,4,60057,1.0
4,59011761,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
4,59011762,5,1250.0,3,50000.0,2,15,5,84,5,350702,200.0
4,59011763,5,1365.5,3,77000.0,2,15,5,109,4,60084,1.0
4,59011764,7,1305.5,1,136000.0,2,11,-1,105,4,60061,1.0
4,59011765,5,1244.0,3,30000.0,2,15,5,100,5,60014,223.6067977
4,59011766,4,1301.0,3,144000.0,2,8,9,113,4,60001,212.1320344
4,59011767,7,1332.5,1,141000.0,2,11,5,109,5,72412,1.0
4,59011768,7,1239.5,3,99000.0,2,11,5,110,4,60027,1.0
4,59011769,7,1284.5,3,132000.0,2,11,5,104,5,60015,1.0
4,59011770,5,1241.0,3,35000.0,2,15,5,104,5,151300,243.35365209999998
4,59011771,7,1338.5,1,156000.0,2,11,-1,69,5,151300,1.0
4,59011772,7,1287.5,1,119000.0,2,11,5,85,5,60031,187.08286930000003
4,59011773,4,1262.0,3,155000.0,2,8,5,110,4,72001,248.30223519999998
4,59011774,7,1328.0,1,105000.0,2,11,-1,109,4,60095,200.0
4,59011775,7,1272.5,3,50000.0,2,11,7,115,4,60007,1.0
4,59011776,7,1229.0,1,170000.0,1,11,5,91,3,550115,244.94897430000003
4,59011777,7,1257.5,3,107000.0,2,11,5,113,4,450071,200.0
4,59011778,7,1274.0,1,120000.0,2,11,5,84,5,151300,1.0
4,59011779,4,1223.0,3,100000.0,2,8,9,114,4,60000,1.0
4,59011780,4,1305.5,1,90000.0,2,8,5,93,5,60085,200.0
4,59011781,7,1215.5,3,60000.0,2,11,-1,112,4,450081,158.11388300000002
4,59011782,4,,2,91000.0,2,8,-1,107,3,60018,1.0
4,59011783,7,1293.5,3,149000.0,2,11,9,84,5,151300,202.4845673
4,59011784,4,1311.5,1,169000.0,2,8,-1,112,5,72000,1.0
4,59011785,5,1241.0,3,84000.0,2,15,5,87,3,60074,1.0
4,59011786,4,,2,90000.0,2,8,5,79,5,72001,173.20508080000002
4,59011787,7,1328.0,3,163000.0,2,11,9,79,5,60062,1.0
4,59011788,4,,2,65000.0,2,8,5,112,4,60015,191.8801709
4,59011789,5,,2,126000.0,2,15,9,83,5,450058,176.0681686
4,59011790,5,1316.0,3,147000.0,2,15,9,105,5,361029,173.20508080000002
4,59011791,5,1305.5,3,157000.0,2,15,9,111,5,71000,249.7999199
4,59011792,4,,2,90000.0,2,8,5,113,4,151307,189.5837546
4,59011793,7,,2,78000.0,2,11,9,84,3,60031,175.6331404
4,59011794,5,1209.5,3,35000.0,2,15,5,78,5,71000,227.015418
4,59011795,7,1320.5,1,119000.0,2,11,5,96,3,60043,212.1320344
4,59011796,4,1292.0,3,187000.0,2,8,-1,114,4,60019,273.0347963
4,59011797,7,1326.5,1,141000.0,2,11,-1,67,5,60007,1.0
4,59011798,4,1380.5,3,270000.0,2,8,5,64,5,60023,1.0
4,59011799,7,1304.0,1,111000.0,2,11,9,113,4,151300,1.0
4,59011800,7,1233.5,3,56000.0,2,11,5,80,5,60052,1.0
4,59011801,7,1365.5,1,150000.0,2,12,-1,110,5,350012,1.0
4,59011802,5,1389.5,3,38000.0,2,15,5,109,5,450015,158.5370619
4,59011803,7,1283.0,3,67000.0,2,11,5,114,4,60026,200.0
4,59011804,4,1302.5,1,239000.0,1,8,5,100,3,60043,380.7886553
4,59011805,7,1241.0,1,70000.0,2,11,-1,106,4,450032,200.0
4,59011806,4,1271.0,3,99000.0,2,8,5,114,4,151300,232.8647676
4,59011807,7,1214.0,3,59000.0,2,11,5,84,3,72001,223.6067977
4,59011808,5,1256.0,3,128000.0,2,15,5,114,4,510065,167.33200530000002
4,59011809,5,1364.0,3,134000.0,2,15,5,83,5,72000,316.22776600000003
4,59011810,4,,2,94000.0,2,8,9,81,5,71000,176.5389475
4,59011811,4,1281.5,3,95000.0,1,8,5,93,5,60047,173.20508080000002
4,59011812,4,1352.0,3,175000.0,2,8,9,105,5,60004,219.089023
4,59011813,4,1272.5,3,180000.0,2,8,5,110,4,60091,1.0
4,59011814,7,1248.5,3,76000.0,2,11,5,95,3,72000,200.0
4,59011815,7,1380.5,3,271000.0,2,11,9,81,5,60027,300.1299718
4,59011816,4,1278.5,3,101000.0,2,8,5,112,4,72000,1.0
4,59011817,7,1248.5,3,146000.0,2,11,10,105,5,350704,339.9441131
4,59011818,7,1290.5,1,161000.0,2,11,5,109,3,151300,1.0
4,59011819,4,1320.5,1,128000.0,2,8,-1,112,5,341774,206.4291646
4,59011820,4,1293.5,3,35000.0,2,8,5,105,5,350071,200.0
4,59011821,7,1374.5,1,400000.0,2,12,-1,104,5,60000,492.6601263
4,59011822,7,1268.0,3,162000.0,2,11,5,113,4,450081,141.4213562
4,59011823,5,1205.0,3,94000.0,2,15,5,103,1,60000,1.0
4,59011824,5,1316.0,3,15000.0,2,15,5,114,4,510036,206.9130252
4,59011825,5,1248.5,1,81000.0,2,15,9,79,3,450033,187.08286930000003
4,59011826,5,1352.0,3,88000.0,2,15,9,101,5,350091,198.1464105
4,59011827,5,1304.0,3,140000.0,2,15,5,80,3,151300,187.08286930000003
4,59011828,7,1230.5,3,69000.0,1,11,9,72,5,151300,187.08286930000003
4,59011829,4,1328.0,3,123000.0,1,8,5,99,3,151009,173.20508080000002
4,59011830,4,1403.0,1,184000.0,2,8,-1,80,5,340017,187.08286930000003
4,59011831,1,1391.0,1,1200000.0,2,5,-1,64,5,361026,1.0
4,59011832,5,1293.5,1,169000.0,2,15,-1,106,5,450017,200.0
4,59011833,4,1230.5,1,71000.0,2,8,5,100,5,72001,1.0
4,59011834,4,1370.0,1,273000.0,2,8,9,110,5,60015,1.0
4,59011835,4,1338.5,3,133000.0,1,8,5,80,3,151009,187.08286930000003
4,59011836,4,1292.0,3,195000.0,2,8,5,112,4,151300,1.0
4,59011837,7,,3,156000.0,2,11,5,84,5,450069,165.8312395
4,59011838,7,1272.5,1,66000.0,2,11,5,105,5,60014,194.08503290000002
4,59011839,5,1257.5,3,102000.0,2,15,2,80,3,60005,223.6067977
4,59011840,4,,2,100000.0,2,8,9,99,5,71003,199.9749984
4,59011841,7,1308.5,3,500000.0,2,11,9,85,5,60001,387.29833460000003
4,59011842,4,1296.5,1,127000.0,2,8,5,112,5,60032,1.0
4,59011843,7,1287.5,3,89000.0,2,11,5,105,5,71004,1.0
4,59011844,7,1268.0,3,107000.0,2,11,4,105,5,60091,1.0
4,59011845,4,,2,150000.0,2,8,5,100,3,60018,244.7549795
4,59011846,7,1262.0,3,100000.0,2,11,5,113,4,450071,210.9573417
4,59011847,5,,3,250000.0,2,15,-1,111,5,450031,187.08286930000003
4,59011848,4,,2,39000.0,2,8,5,90,3,60001,153.2677396
4,59011849,7,1259.0,1,336000.0,2,11,9,112,4,60036,1.0
4,59011850,5,1223.0,3,59000.0,2,15,5,112,4,510101,200.0
4,59011851,5,1170.5,3,100000.0,2,15,5,86,5,350092,200.0
4,59011852,5,1322.0,3,154000.0,2,15,5,110,5,72000,204.93901530000002
4,59011853,4,1311.5,3,147000.0,2,8,5,98,4,72000,187.08286930000003
4,59011854,5,1272.5,3,108000.0,2,15,5,113,4,450015,200.0
4,59011855,7,1235.0,3,56000.0,2,11,-1,114,4,151300,206.8888591
4,59011856,4,1343.0,3,110000.0,2,8,2,105,5,60043,1.0
4,59011857,4,,2,58000.0,2,8,5,100,5,151300,196.2141687
4,59011858,7,1137.5,3,88000.0,2,11,-1,107,4,450081,158.11388300000002
4,59011859,7,1320.5,3,108000.0,2,11,5,110,4,510068,248.99799199999998
4,59011860,5,1289.0,1,173000.0,2,15,5,112,3,350702,200.0
4,59011861,5,,2,50000.0,2,15,5,108,4,450000,169.0
4,59011862,7,1220.0,3,76000.0,2,11,2,90,5,71002,1.0
4,59011863,4,1250.0,3,137000.0,2,8,5,90,5,72000,1.0
4,59011864,4,1415.0,3,93000.0,2,8,5,113,4,151300,273.86127880000004
4,59011865,5,1245.5,3,77000.0,2,15,5,109,5,151300,244.94897430000003
4,59011866,4,1277.0,1,113000.0,2,8,-1,100,3,341759,207.17383999999998
4,59011867,7,1298.0,1,110000.0,2,11,-1,101,5,72001,1.0
4,59011868,7,1335.5,1,151000.0,2,11,5,110,3,60084,1.0
4,59011869,7,,2,59000.0,2,11,5,108,4,450081,197.40314080000002
4,59011870,6,1217.0,3,56000.0,2,6,-1,100,3,60091,1.0
4,59011871,4,1304.0,3,35000.0,2,8,9,85,5,60069,1.0
4,59011872,5,1256.0,3,78000.0,2,15,-1,111,3,60030,1.0
4,59011873,5,1323.5,3,218000.0,2,15,5,112,4,151300,282.8427125
4,59011874,4,,2,35000.0,2,8,5,101,3,60029,237.301496
4,59011875,7,1314.5,1,483000.0,2,11,9,101,3,151300,282.8427125
4,59011876,4,1250.0,3,95000.0,2,8,9,111,4,60047,1.0
4,59011877,7,1223.0,3,81000.0,2,11,5,114,4,151300,194.93588689999999
4,59011878,4,,2,76000.0,2,8,9,113,4,60091,158.4077018
4,59011879,7,1365.5,1,96000.0,2,11,-1,78,3,60025,178.8854382
4,59011880,7,1257.5,3,126000.0,2,11,5,105,3,151300,1.0
4,59011881,4,1214.0,3,81000.0,2,8,5,111,1,60043,202.4845673
4,59011882,7,1241.0,3,78000.0,1,11,5,105,5,60074,1.0
4,59011883,7,1241.0,1,111000.0,2,11,5,90,5,350068,223.6067977
4,59011884,4,,2,47000.0,2,8,9,107,5,151300,1.0
4,59011885,7,,2,77000.0,2,11,9,114,5,510000,159.69971819999998
4,59011886,4,1305.5,1,129000.0,2,8,5,81,5,60014,1.0
4,59011887,7,1277.0,1,150000.0,2,11,5,95,5,60015,1.0
4,59011888,4,1304.0,1,35000.0,2,8,5,105,3,340019,181.65902119999998
4,59011889,4,1320.5,3,164000.0,1,8,5,105,5,151300,187.08286930000003
4,59011890,7,1290.5,3,119000.0,2,11,9,85,3,151300,200.0
4,59011891,4,,2,34000.0,2,8,5,100,5,72049,163.29421299999998
4,59011892,5,1455.5,3,35000.0,2,15,5,92,5,60058,1.0
4,59011893,7,1242.5,3,71000.0,1,11,5,108,5,60005,173.20508080000002
4,59011894,7,1239.5,3,79000.0,2,11,8,111,5,71003,1.0
4,59011895,7,1335.5,3,150000.0,2,11,9,105,5,350050,412.3105626
4,59011896,4,1355.0,3,177000.0,2,8,5,87,5,151101,1.0
4,59011897,5,,3,227000.0,2,15,-1,110,4,450080,183.0300522
4,59011898,5,1338.5,3,30000.0,2,15,5,110,4,71000,223.6067977
4,59011899,7,1259.0,3,74000.0,2,11,5,95,5,60036,207.31859540000002
4,59011900,4,1364.0,1,200000.0,2,8,5,90,3,60022,212.1320344
4,59011901,7,,2,90000.0,2,11,2,114,4,151300,173.20508080000002
4,59011902,7,1335.5,3,126000.0,2,11,5,83,5,60051,1.0
4,59011903,7,1272.5,3,50000.0,2,11,5,79,3,60011,1.0
4,59011904,7,1347.5,1,392000.0,2,11,4,114,4,60018,1.0
4,59011905,4,1191.5,3,50000.0,2,8,5,106,5,60090,1.0
4,59011906,5,1298.0,1,127000.0,2,15,-1,113,4,151300,1.0
4,59011907,5,1469.0,3,110000.0,2,15,5,82,5,350066,223.6067977
4,59011908,4,,2,49000.0,2,8,-1,113,4,72001,180.7235458
4,59011909,7,1400.0,1,100000.0,2,11,5,94,5,60028,205.55534530000003
4,59011910,7,1302.5,1,92000.0,2,11,-1,105,4,60075,212.1320344
4,59011911,7,1314.5,1,127000.0,2,11,-1,109,3,340012,500.0
4,59011912,7,1317.5,3,127000.0,2,11,9,88,5,71000,200.0
4,59011913,4,1314.5,3,89000.0,2,8,5,111,4,151009,1.0
4,59011914,4,1280.0,3,96000.0,2,8,9,112,4,60062,1.0
4,59011915,4,1287.5,1,139000.0,2,8,5,100,3,60030,244.94897430000003
4,59011916,5,1241.0,3,60000.0,2,15,5,90,5,60000,200.0
4,59011917,7,1187.0,3,90000.0,2,11,5,100,5,60093,1.0
4,59011918,5,1350.5,1,237000.0,2,15,8,86,3,60085,223.6067977
4,59011919,7,1302.5,1,92000.0,2,11,-1,105,4,591003,167.33200530000002
4,59011920,5,1205.0,3,61000.0,2,15,5,76,5,60069,1.0
4,59011921,1,1130.0,2,1000000.0,2,4,-1,100,5,650018,1.0
4,59011922,4,1352.0,1,168000.0,2,8,5,105,3,60017,223.6067977
4,59011923,7,1223.0,3,73000.0,2,11,9,111,4,350092,200.0
4,59011924,7,1235.0,3,101000.0,2,11,5,112,3,60013,1.0
4,59011925,5,1334.0,3,102000.0,2,15,9,84,5,72000,200.0
4,59011926,4,1214.0,3,68000.0,2,8,9,110,5,60091,1.0
4,59011927,7,1241.0,3,55000.0,2,11,9,113,4,151300,212.1320344
4,59011928,4,1293.5,1,458000.0,2,8,-1,75,5,340017,200.0
4,59011929,4,1382.0,3,76000.0,2,8,5,100,5,60018,173.20508080000002
4,59011930,7,,2,126000.0,2,11,9,115,4,450028,224.26769720000001
4,59011931,4,1323.5,1,103000.0,2,8,-1,85,5,350069,204.0171561
4,59011932,5,1206.5,3,49000.0,2,15,2,102,4,551201,158.11388300000002
4,59011933,7,1214.0,3,59000.0,2,11,9,86,5,60018,200.0
4,59011934,5,1272.5,3,70000.0,2,15,5,113,5,60033,167.1227094
4,59011935,4,1322.0,3,35000.0,2,8,5,95,3,151300,173.20508080000002
4,59011936,4,1239.5,3,68000.0,2,8,5,84,5,60052,1.0
4,59011937,4,1328.0,3,148000.0,2,8,2,110,5,60064,1.0
4,59011938,5,1371.5,3,82000.0,2,15,5,115,5,151300,1.0
4,59011939,4,1313.0,3,133000.0,2,8,5,80,5,60074,1.0
4,59011940,5,1212.5,3,125000.0,2,15,10,113,4,550005,187.08286930000003
4,59011941,4,1322.0,1,104000.0,2,8,5,114,3,60019,212.1320344
4,59011942,7,1214.0,3,51000.0,2,11,9,111,5,72000,1.0
4,59011943,4,1305.5,3,91000.0,2,8,2,95,5,60091,1.0
4,59011944,4,1278.5,3,115000.0,2,8,5,99,3,72000,173.20508080000002
4,59011945,7,1241.0,3,75000.0,2,11,5,110,4,450059,194.93588689999999
4,59011946,4,1281.5,3,304000.0,2,8,5,84,3,60024,1.0
4,59011947,5,1230.5,3,58000.0,2,15,-1,92,3,340020,122.4744871
4,59011948,7,,2,58000.0,2,11,5,113,4,510010,187.08286930000003
4,59011949,7,1257.5,1,84000.0,1,11,5,106,5,71000,173.20508080000002
4,59011950,4,1305.5,3,59000.0,2,8,5,113,4,72004,1.0
4,59011951,5,1223.0,3,90000.0,2,15,5,101,3,450091,223.6067977
4,59011952,4,1214.0,3,118000.0,2,8,5,110,4,71000,223.6067977
4,59011953,4,1235.0,3,84000.0,2,8,5,82,5,60044,1.0
4,59011954,7,1266.5,1,165000.0,2,11,5,111,3,60084,1.0
4,59011955,4,1304.0,1,100000.0,2,8,-1,113,3,350098,158.11388300000002
4,59011956,7,,2,64000.0,2,11,5,113,4,151009,159.88120590000003
4,59011957,7,,3,108000.0,1,11,-1,111,4,450006,158.11388300000002
4,59011958,7,1244.0,3,59000.0,2,11,5,79,3,60040,173.20508080000002
4,59011959,5,1314.5,3,177000.0,2,15,5,105,5,60059,1.0
4,59011960,4,1386.5,3,296000.0,2,9,5,109,5,151300,223.6067977
4,59011961,7,,3,35000.0,2,12,-1,86,3,650070,161.8548733
4,59011962,4,1257.5,1,91000.0,2,8,5,90,3,72000,1.0
4,59011963,4,1269.5,3,107000.0,1,8,9,81,3,60040,173.20508080000002
4,59011964,4,1304.0,3,60000.0,2,8,2,95,5,60058,223.6067977
4,59011965,7,1283.0,3,90000.0,2,11,5,85,5,60000,1.0
4,59011966,4,,2,139000.0,2,8,5,111,3,60036,1.0
4,59011967,4,,2,60000.0,2,8,9,100,5,151300,172.3223723
4,59011968,7,1265.0,3,70000.0,2,11,-1,81,5,350704,316.22776600000003
4,59011969,7,1256.0,1,126000.0,2,11,9,102,3,350705,158.11388300000002
4,59011970,7,1314.5,3,150000.0,2,11,10,113,4,60023,187.08286930000003
4,59011971,4,1320.5,1,138000.0,2,8,9,108,3,60000,212.407627
4,59011972,5,1377.5,3,96000.0,2,15,5,87,5,60044,207.3644135
4,59011973,7,1415.0,3,155000.0,2,11,5,107,3,60005,212.1320344
4,59011974,5,1272.5,3,143000.0,2,15,5,114,4,72001,223.6067977
4,59011975,4,1278.5,3,186000.0,2,8,5,100,5,72000,173.20508080000002
4,59011976,7,1254.5,3,100000.0,2,11,5,84,5,151300,158.11388300000002
4,59011977,4,1239.5,3,90000.0,2,8,5,100,3,60019,173.20508080000002
4,59011978,7,1281.5,3,98000.0,2,11,9,114,4,60019,1.0
4,59011979,7,1376.0,1,150000.0,2,11,-1,110,4,60000,219.2487172
4,59011980,7,1350.5,1,110000.0,2,11,-1,108,5,71000,1.0
4,59011981,4,1338.5,1,112000.0,2,8,5,90,3,330008,1.0
4,59011982,5,1250.0,1,167000.0,2,15,-1,90,5,450080,141.4213562
4,59011983,4,1307.0,1,133000.0,2,8,5,110,3,60043,1.0
4,59011984,7,1235.0,1,75000.0,2,11,5,91,5,350092,200.0
4,59011985,5,1308.5,3,30000.0,2,15,5,99,5,60062,1.0
4,59011986,4,1340.0,3,116000.0,2,8,9,104,5,72000,1.0
4,59011987,4,1214.0,3,81000.0,2,8,9,101,4,60040,1.0
4,59011988,7,1230.5,1,129000.0,2,11,5,88,3,60043,1.0
4,59011989,4,1241.0,3,60000.0,2,8,5,115,5,60036,1.0
4,59011990,5,,3,95000.0,2,15,-1,112,4,450006,173.20508080000002
4,59011991,7,1284.5,3,106000.0,2,11,9,104,4,60036,1.0
4,59011992,4,1308.5,1,35000.0,2,8,5,103,5,151300,1.0
4,59011993,4,1227.5,3,62000.0,2,8,5,110,5,60069,1.0
4,59011994,5,1277.0,1,142000.0,2,15,-1,111,4,450002,197.48417659999998
4,59011995,7,1277.0,3,98000.0,2,11,5,92,5,60036,1.0
4,59011996,5,1347.5,3,150000.0,2,15,5,110,5,72000,538.5387637
4,59011997,5,,2,82000.0,2,15,5,106,5,60058,1.0
4,59011998,7,1266.5,3,89000.0,2,11,5,89,3,60091,1.0
4,59011999,5,1268.0,3,91000.0,2,15,5,112,4,71008,1.0
4,59012000,5,1265.0,1,90000.0,2,15,-1,110,5,450018,187.08286930000003
4,59012001,5,1310.0,1,500000.0,2,15,5,103,5,452306,244.94897430000003
4,59012002,7,1290.5,1,99000.0,2,11,-1,110,5,450062,200.0
4,59012003,5,1272.5,3,97000.0,2,15,8,105,5,72000,1.0
4,59012004,5,1304.0,3,390000.0,2,15,5,91,5,60050,1.0
4,59012005,4,1277.0,3,100000.0,2,8,5,100,5,60000,223.6067977
4,59012006,4,1356.5,1,148000.0,2,8,5,83,3,60001,1.0
4,59012007,7,1262.0,3,172000.0,2,11,9,112,4,72000,262.11066370000003
4,59012008,7,1247.0,3,71000.0,1,11,9,95,4,60026,200.7560709
4,59012009,7,1235.0,3,89000.0,2,11,5,115,5,60065,1.0
4,59012010,4,1196.0,3,65000.0,2,8,-1,108,4,72001,1.0
4,59012011,5,1269.5,3,86000.0,2,15,9,89,5,60019,1.0
4,59012012,5,1256.0,3,110000.0,2,15,9,107,5,60018,1.0
4,59012013,7,1254.5,3,97000.0,2,11,5,83,3,60017,282.8427125
4,59012014,5,1239.5,3,78000.0,2,15,5,112,4,450015,214.4761059
4,59012015,7,1241.0,3,63000.0,2,11,5,107,5,72000,1.0
4,59012016,4,1341.5,1,91000.0,1,8,5,100,4,151300,173.6605885
4,59012017,4,1317.5,3,293000.0,2,8,5,100,5,60018,1.0
4,59012018,5,1326.5,3,30000.0,2,15,5,110,5,60005,1.0
4,59012019,5,1310.0,3,325000.0,2,15,5,83,3,71000,1.0
4,59012020,5,1274.0,3,127000.0,2,15,9,113,4,72001,212.1320344
4,59012021,5,,2,30000.0,2,15,5,104,3,72002,207.3644135
4,59012022,7,1317.5,3,150000.0,2,11,5,112,5,450042,345.7947368
4,59012023,7,1346.0,1,112000.0,2,11,5,85,5,60064,200.0
4,59012024,5,1277.0,1,101000.0,2,15,5,111,4,60091,1.0
4,59012025,4,1338.5,3,165000.0,2,8,5,111,5,151300,288.09720580000004
4,59012026,7,1316.0,1,117000.0,2,11,-1,110,5,361013,1.0
4,59012027,4,1272.5,3,170000.0,2,8,5,110,4,60019,1.0
4,59012028,5,1269.5,1,175000.0,2,15,5,110,5,350057,173.20508080000002
4,59012029,4,1283.0,3,94000.0,2,8,9,64,5,60017,1.0
4,59012030,7,1329.5,1,150000.0,2,11,-1,86,5,60036,1.0
4,59012031,7,1266.5,3,130000.0,2,11,9,100,5,60005,173.20508080000002
4,59012032,5,1248.5,3,98000.0,2,15,5,110,4,550003,178.8854382
4,59012033,7,1340.0,3,341000.0,2,11,5,112,5,72001,1.0
4,59012034,5,1292.0,3,119000.0,2,15,9,107,4,72001,187.08286930000003
4,59012035,7,1266.5,3,120000.0,1,11,9,110,3,60029,316.22776600000003
4,59012036,5,,2,90000.0,2,15,5,92,5,72014,1.0
4,59012037,4,1268.0,1,104000.0,2,8,9,95,5,60027,1.0
4,59012038,7,1242.5,3,56000.0,2,11,5,113,4,151300,1.0
4,59012039,7,1272.5,3,80000.0,2,11,9,86,4,60043,1.0
4,59012040,4,,2,57000.0,2,8,-1,100,3,72000,194.18290349999998
4,59012041,7,1298.0,1,71000.0,2,11,-1,113,4,72000,1.0
4,59012042,4,1298.0,3,101000.0,2,8,9,105,3,60052,212.1320344
4,59012043,4,,2,126000.0,2,8,-1,109,5,330012,1.0
4,59012044,7,1214.0,3,58000.0,2,11,5,112,4,71006,1.0
4,59012045,7,1355.0,3,94000.0,2,11,5,114,4,510044,216.3816074
4,59012046,7,1289.0,1,107000.0,2,11,5,102,3,151300,1.0
4,59012047,7,1295.0,1,116000.0,2,11,9,108,4,151300,1.0
4,59012048,7,1308.5,3,143000.0,2,11,5,100,3,151009,173.20508080000002
4,59012049,7,,2,53000.0,2,11,5,105,4,151307,186.2229846
4,59012050,7,1188.5,3,90000.0,2,11,5,98,5,60017,1.0
4,59012051,4,1290.5,1,118000.0,1,8,5,100,5,60023,141.4213562
4,59012052,5,1305.5,3,35000.0,2,15,9,115,4,72000,1.0
4,59012053,7,1230.5,3,114000.0,2,11,5,112,4,72000,254.9509757
4,59012054,7,,2,179000.0,2,11,5,113,4,450002,267.58176319999995
4,59012055,5,,3,94000.0,2,15,5,113,4,60057,193.6362569
4,59012056,4,1287.5,3,110000.0,2,8,9,80,5,151300,1.0
4,59012057,4,1290.5,1,103000.0,2,8,9,112,4,60084,176.0681686
4,59012058,5,1367.0,3,167000.0,2,15,5,95,5,60021,244.94897430000003
4,59012059,7,1419.5,1,89000.0,2,11,5,110,3,350060,337.106808
4,59012060,5,1307.0,3,91000.0,2,15,5,110,5,60023,200.0
4,59012061,5,1322.0,3,195000.0,2,15,5,90,3,60033,240.83189159999998
4,59012062,5,1250.0,3,93000.0,2,15,7,111,5,350062,244.94897430000003
4,59012063,4,1179.5,3,56000.0,2,8,5,99,3,72000,234.52078799999998
4,59012064,4,,2,39000.0,2,8,5,113,4,72015,172.4731863
4,59012065,5,1269.5,1,77000.0,1,15,-1,84,5,450000,167.33200530000002
4,59012066,4,1316.0,1,127000.0,2,8,-1,95,5,330013,1.0
4,59012067,7,1272.5,1,229000.0,2,11,-1,112,3,450000,173.20508080000002
4,59012068,7,1262.0,3,151000.0,2,11,5,114,4,510102,251.968252
4,59012069,5,1443.5,3,155000.0,1,15,5,104,5,60000,254.9509757
4,59012070,5,1187.0,3,102000.0,2,15,5,113,4,450081,197.48417659999998
4,59012071,4,1338.5,1,107000.0,2,8,9,82,5,151300,1.0
4,59012072,4,,2,259000.0,1,8,5,110,4,72000,200.0
4,59012073,5,1296.5,1,130000.0,2,15,-1,86,4,60018,158.11388300000002
4,59012074,7,1355.0,1,160000.0,2,11,5,84,3,151304,173.20508080000002
4,59012075,4,1253.0,1,468000.0,2,8,5,81,5,60016,204.93901530000002
4,59012076,7,1296.5,3,138000.0,1,11,5,100,5,60027,158.11388300000002
4,59012077,7,,2,106000.0,2,11,-1,90,5,60033,1.0
4,59012078,4,,2,50000.0,2,8,5,87,5,60033,167.93451100000001
4,59012079,5,1302.5,1,177000.0,2,15,9,80,3,371200,158.11388300000002
4,59012080,4,1238.0,3,125000.0,2,8,9,85,5,60002,1.0
4,59012081,5,1214.0,3,56000.0,2,15,5,101,5,60064,192.1639925
4,59012082,4,,2,45000.0,2,8,5,85,4,151307,172.1307642
4,59012083,7,1290.5,3,113000.0,2,11,5,109,5,60091,204.93901530000002
4,59012084,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
4,59012085,5,1316.0,3,500000.0,2,15,5,104,5,72000,316.22776600000003
4,59012086,4,,2,97000.0,2,8,5,110,4,72001,196.3644571
4,59012087,7,1332.5,3,98000.0,2,11,5,107,5,60033,262.12783140000005
